struct;co2_ads [mg/g];q_st_co2_ads [kJ/mol];co2_des [mg/g];q_st_co2_des [kJ/mol];n2_ads [mg/g];q_st_n2_ads [kJ/mol]
kew-a_16-05-09_16-05-09_16-05-09_28-05-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09;1381.1942234708802;4.64083978543761;12.902719791052;3.4463231027157755;695.6776234328761;2.9751307888367875
ths-c3_20-10-08_04-02-08_04-02-08;347.34103370622904;8.825557151513447;2.7236311203614996;8.018413477894066;95.48463283203527;4.724607388320406
ukl_24-03-12_09-12-12_08-12-12_09-12-12;436.23499621271003;11.620601953119627;4.186440828714;11.530742605103034;71.924532963282;5.442882666730877
stp-a_16-04-05_28-04-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05;1654.2744918909;4.958420630906106;16.2770259483;4.454221775640324;851.6246004391202;2.7335359918035964
ttx-a_12-03-09_12-03-09_30-03-09_04-05-09_04-05-09_04-05-09_04-05-09_04-05-09_04-05-09;1280.58066208785;5.725290981706543;12.539345528399998;5.186884382624248;596.1915130245119;2.699394553706526
sln_16-03-09_16-03-09_29-03-09_05-05-09_05-05-09_05-05-09;1188.752681528766;4.800157028047418;9.795150886436998;4.084858929544594;581.488756192775;2.8166677636723403
cee-a_14-01-01_14-01-01_14-01-01_14-01-01_10-08-01_10-08-01_10-08-01_10-08-01_10-08-01_10-08-01_10-08-01;1630.9342282385583;4.457659975384399;15.648454146006;3.478096984160267;888.449470806156;2.8234043872873285
ood-a_16-03-09_16-03-09_16-03-09_28-03-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09;1597.9830759540994;5.2927262274929285;14.997335448259998;3.337713285426603;833.761757929653;2.8260451864952527
tpy_34-11-10_34-11-10_34-11-10_04-06-10_03-06-10_03-06-10;607.5441053740075;7.038798667716186;5.769193055700001;5.122277980911238;250.78535523885247;3.2647007636571432
tfu_31-07-11_36-11-11_16-07-11_None_None_None;471.07004899394997;15.890229056816256;2.9572204282919996;12.851862029638125;56.41051992111249;6.660434444438874
bmn_14-02-08_06-10-08_07-10-08;334.30846916081055;13.375791366215012;3.1574217167040004;12.59813396554525;55.426405598429994;5.627309155785184
bcy_30-05-09_30-05-09_04-03-09_04-03-09_04-03-09_04-03-09;646.2842304897371;9.34036051692873;5.883829183063999;8.368833516807088;196.71478846677;3.8954231987635497
tpy_23-12-12_23-12-12_23-12-12_02-03-12_02-03-12_02-03-12;689.9244840070979;8.116984308547776;5.636185017334001;6.859460188480793;254.74936662588294;3.1415765893921623
pcb-b_28-04-05_30-04-05_03-02-05_03-02-05;751.9494404994392;8.07353722235157;7.0390057515210005;8.11242697534297;267.858584989875;3.1764287468062364
cec-a_16-03-09_16-03-09_28-03-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09;1059.9682472893778;5.902197226796758;10.078023673152998;4.427047874212418;497.21170520708694;2.8474160093998395
mtf_24-02-04_14-02-04_24-02-04_03-03-04_03-03-04;282.52784081612475;14.828690088049786;2.73449323283125;14.134493519621664;46.01484442552999;6.6622292441901045
ttt-a_30-03-09_12-03-09_01-05-09_01-05-09_01-05-09_01-05-09;715.8516715260989;8.568970442466597;6.394872267969001;6.751636206414091;244.42359286787098;3.3260742117415742
ctn-d_12-02-08_12-02-08_09-10-08_08-10-08;448.62664645168496;10.044885890476595;4.267216041075;8.484541418926081;126.78080786292601;4.148175260227128
bpr_12-03-09_32-03-09_02-05-09_02-05-09;625.570351419688;7.6773329587915935;6.02002307076;6.71565587560788;236.09972953602002;3.2971433069356983
jaj-a_16-04-05_16-04-05_16-04-05_28-04-05_01-02-05_01-02-05_01-02-05_01-02-05_01-02-05_01-02-05_01-02-05_01-02-05;1627.7480743567548;4.668247949369294;15.28786206263;4.239406938918003;812.3872647941369;2.6464249023691337
ctn-d_16-01-01_16-01-01_08-08-01_08-08-01;562.51007872488;5.861568612897992;5.369002654496;5.511258767963054;260.980186583805;3.1060788680999623
tps-a_11-01-01_11-01-01_11-01-01_30-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;591.9645633544003;6.65457684692224;6.018196892704;4.205750711397259;269.15741083552996;3.2040752726555057
srs-a_13-01-01_08-08-01_09-08-01;1528.583137077438;4.851279200432779;13.120698213714006;3.913887137012423;818.136371205312;2.807918074299496
cza_25-10-08_21-10-08_21-10-08_02-02-08_02-02-08;570.823722830725;7.948264140995822;5.2395964621;6.384473500063093;216.90282116424999;3.4537989010278736
uta_13-02-08_07-10-08_07-10-08;758.7949102587277;5.5857444868489;6.6959897613980015;5.21430076047403;356.34724810999603;2.7549352326408165
hee_16-02-05_16-02-05_01-04-05_01-04-05_01-04-05_01-04-05;1258.1327527017481;4.549234727938244;12.147429126084;5.140337835832407;603.201819125659;2.7518037661553136
edi-c_28-02-06_29-02-06_03-02-06_04-02-06_03-02-06;499.95131386798;7.717870553896593;4.711207710320001;5.913192810032023;190.84936188953998;3.761846435508637
zea_29-02-06_31-02-06_28-02-06_31-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;564.100864592281;6.724401416149527;5.179312790360999;4.416960059861316;241.21205709935603;3.0630508181365688
nof_33-11-02_33-11-02_01-01-02_01-01-02_02-01-02;155.32284825154434;26.58253431321898;5.621696117296913;19.604842661860634;25.176827662768975;12.149299233872323
knc-a_16-02-06_16-02-06_28-02-06_28-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06_05-02-06;1252.810681484984;5.1846791803711545;11.948410587488;4.0727562685042535;642.9119237631902;2.8825500378258884
epa-a_32-01-01_32-01-01_32-01-01_32-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;752.2664348156551;6.1438107027786915;7.028151117834001;3.758172961428061;346.75645720085;2.975525956618967
siy_14-02-05_13-02-05_04-04-05_04-04-05_04-04-05;1548.1754575741645;5.678993072825277;14.393473072639999;3.8501125167948143;777.1142198612099;2.911296385489291
ubo_31-02-06_29-02-06_None_None;392.3249160831299;9.422126121039929;3.76330854756;8.361730926928058;100.34987922194401;3.950093681008275
dns-a_28-03-04_16-03-04_16-03-04_28-03-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04;784.9262636788402;5.512331394999778;7.169540550022;5.077714252399722;371.1734597777;3.179887055312261
zni_30-01-01_06-08-01_07-08-01_06-08-01;352.39846535624406;16.809156395174266;2.3038370880719996;12.267735485409176;42.245419130754;7.865243444410031
ths-b-c+_17-12-12_21-12-12_02-03-12_02-03-12;319.28709966386737;19.419569539979406;14.231437664647501;26.25791781678682;27.614255006015878;9.499011222928383
cpi_21-12-12_25-12-12_02-03-12_02-03-12_02-03-12;319.752598804356;18.969860430275194;6.492467039006;23.985647255481496;24.188711351614998;7.262974825974191
fff_29-02-06_30-02-06_31-02-06_02-02-06_01-02-06;455.97672946903;7.812093209401063;4.2437588250400005;7.661894632456208;165.04012107900004;3.5352822137405826
lon-b_28-03-12_30-03-12_07-12-12_06-12-12;465.45206949827997;12.187392671307276;3.30107850708;11.961773423166775;81.13405130042051;4.590207229949353
pnb_24-02-08_24-02-08_07-10-08_07-10-08_06-10-08;246.93788711581203;16.23311895673317;2.049183117528001;13.412493725702193;32.62001129925725;7.217312264963572
sin_18-12-12_04-03-12_04-03-12_04-03-12;503.91241433730795;13.696784697487187;5.956648187756;14.460484952847676;91.12560197312;4.6193090658090235
cmd_30-05-09_30-05-09_30-05-09_30-05-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09;1144.8224458899879;6.830736123947122;10.006900244713;4.713379658163084;526.677283317465;2.93652599352632
ctn_18-12-12_29-03-12_None;482.028708610482;12.038442243050694;4.075414328617;9.145959684086813;82.344254178046;4.870161263324579
etk_36-11-11_36-11-11_01-07-11_02-07-11_01-07-11;273.179496417586;9.387937705972561;2.1154149500929997;7.364877322831732;77.03734326714;4.201459544476772
fuf_24-02-08_24-02-08_07-10-08_07-10-08_07-10-08;699.541766776449;6.588842250741224;6.547449039066001;5.083520747363785;312.211801624036;2.9854628450744545
twt-c_32-03-09_04-05-09_04-05-09;400.217318773004;10.93926187438504;4.654692055512;9.743498217296803;102.0538813776;4.14789659510187
xcb_11-02-08_30-02-08_08-10-08_08-10-08_08-10-08_08-10-08;466.0723446805761;8.350369208553131;4.216032409344;6.599112331746669;162.647405426454;3.7229310588296656
tth-a_12-03-04_12-03-04_12-03-04_12-03-04_02-02-04_02-02-04_02-02-04_02-02-04_02-02-04_02-02-04_02-02-04;226.64804442645732;16.478902824579617;7.800986138656;26.21221390578506;27.255854236635994;7.663492687776122
rra_30-02-08_12-02-08_12-02-08_10-10-08_10-10-08_10-10-08;595.867558690304;7.714493414301042;5.009638722059999;6.407518811152375;219.61429070471996;3.5313238661092483
etl_12-01-01_12-01-01_08-08-01_08-08-01_08-08-01;460.31049431480386;9.51557154348824;3.627155734404;7.254743907246133;139.1657787021;3.8218215182164337
sab-a_16-05-09_28-05-09_16-05-09_28-05-09_16-05-09_28-05-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09_03-03-09;1352.909384451192;5.0939404846874945;12.040144796944;3.938848670882734;675.7407851653999;2.8104616571542596
tbo_32-02-06_24-02-06_05-02-06;1363.464989471265;4.9570512708923085;12.802749371795;3.8156880627860104;696.943988544795;2.8186951567216187
ana-f_17-10-08_19-10-08_01-02-08_01-02-08_01-02-08;716.4367187114569;5.4379914325546315;6.718742909227;4.202726721943089;335.08407001355204;3.1412144481480815
bpu_15-03-12_15-03-12_07-12-12_07-12-12_07-12-12_07-12-12;845.8698729430321;5.646413263439803;7.844080286712001;4.419858599350288;400.64071177746;2.9571757878742626
tpz-a_12-03-12_12-03-12_12-03-12_12-03-12_30-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;1090.867564948392;6.564520793407655;10.386434995271998;7.58885153758348;424.376387230216;2.8845812373580038
het_28-02-06_16-02-06_16-02-06_03-02-06_04-02-06;1071.67497559486;4.552269659124689;9.713235380212;4.293635432697325;542.8189602249302;2.8331269220347526
eta-c_18-08-01_01-01-01_02-01-01;381.9988451164301;9.62588130807854;2.25468822909;8.348064755202163;115.858037086236;4.19398659534306
dmf_29-02-06_16-02-06_04-02-06_03-02-06_04-02-06;676.875508526496;5.622124921877109;7.370368940223;5.149062719144107;306.585426206804;3.0873391396366583
ana-f_12-01-01_12-01-01_10-08-01_10-08-01_10-08-01;706.7678163861601;6.618496935387857;6.42755940048;5.227373301056597;307.78649743445203;3.0709409004793384
ths-c3_13-02-06_02-02-06_02-02-06;417.3004984105601;6.461492985079577;3.28016112631;4.872270101007586;156.33963159624;3.537362909071136
bpu_12-03-12_12-03-12_08-12-12_08-12-12_08-12-12_08-12-12;570.4720274384322;12.897701029950435;4.934577220551999;12.994378688610013;100.89492277515;4.456465871753325
epe_24-02-05_15-02-05_24-02-05_02-04-05_02-04-05;1344.645622189935;5.134973822954443;12.446672526345004;4.504831101901588;675.429067987284;2.7834367598675094
rra_30-02-04_12-02-04_12-02-04_01-03-04_01-03-04_01-03-04;421.41020519400007;7.447351641798215;3.88604499565;6.6104914612104215;154.988102512348;3.5224260707348733
dia-b3++_28-02-04_28-02-04_28-02-04_01-03-04_02-03-04;388.259447758056;8.144217896552426;4.579731362807999;7.701587612517128;135.28408196233698;3.8107390774061267
cza_28-02-06_16-02-06_16-02-06_04-02-06_03-02-06;951.1493084786247;4.921741844345874;8.946073295999998;4.7028820993775655;468.7867592619251;2.9428365724610543
edq-a_28-02-08_16-02-08_16-02-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08;716.4536058828501;5.9597509974995;6.5443783051499995;4.972106562622941;321.4093902523279;3.328170156865054
tfp-a_19-08-01_19-08-01_19-08-01_19-08-01_04-01-01_04-01-01_04-01-01_04-01-01_04-01-01_04-01-01_04-01-01;2676.0811366480107;3.5406970086384018;25.52883380403;3.2775945194287353;1535.6036264042905;2.597457800444381
ptd_14-03-12_14-03-12_08-12-12_08-12-12;727.786838929104;7.453324554133742;6.327640644623999;5.397803118054711;310.84152836121194;2.930027070373438
stu-a_32-01-01_32-01-01_32-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;981.53021491855;6.327014678628736;9.21288508975;3.84733582242054;474.6559463764759;3.1246127631996417
bzd_28-03-12_28-03-12_28-03-12_28-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;665.925957298492;8.733960574341834;6.7130005124380006;8.010092125191486;223.59649878694003;3.3035514192048323
hcb_17-08-01_05-01-01;305.286436427176;15.576071522538776;3.2861202191103995;16.669553060528095;35.503153474494596;5.680759774653715
iab_24-01-01_24-01-01_11-01-01_06-08-01_06-08-01;403.9415782006199;7.353626645613207;3.94023066526;6.133145297569055;148.53010749356497;3.5038841019343523
maw_31-04-05_16-04-05_03-02-05_03-02-05;846.5599519840317;7.350626458555396;7.494448149891998;5.842617790953223;361.26342416015;3.080169528159705
ana-f_32-01-02_33-11-02_None_None_None;529.873239740024;9.816114550541347;4.953905932084;8.979049396271193;150.07844248185597;3.835330223349601
nju_29-02-06_31-02-06_32-02-06_None_None;738.3680481377721;7.264118757348276;6.907910319908;6.3192955518691045;307.998088692654;3.0247494367166854
tfj_15-03-12_29-03-12_31-03-12_07-12-12_07-12-12;654.47783848125;7.15436837794549;7.3738243862500035;7.860321841054952;252.65407429407605;3.396916567085473
rra_30-03-09_12-03-09_12-03-09_04-05-09_04-05-09_04-05-09;829.27459657319;6.542117319932343;7.959292348529999;5.9502795026910915;345.6739586145401;3.2434565825476023
ddc_30-03-09_12-03-09_05-05-09_05-05-09_05-05-09;1039.92137256627;5.9673042170338855;9.61651829613;4.602842833225153;472.30604624883307;2.863962667546938
bpr_18-08-01_21-08-01_03-01-01_03-01-01;641.354414890272;6.426688549090468;6.111310902911999;5.2465780116104925;281.991685903695;2.9095164990517777
epn-a_16-03-12_16-03-12_16-03-12_16-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;1360.5177434434559;5.594872467454612;12.181571516512001;4.066866098158036;678.6289810266321;2.8472030567654687
pbz-b_11-03-04_14-03-04_01-02-04_01-02-04;683.745139675901;6.0859061987605045;6.420337343447001;5.0362918358519835;301.326347954985;3.0813896823780764
pbz-m_12-03-04_12-03-04_12-03-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04;995.0665274817152;5.417589135800184;9.49832857792;4.114389849062153;484.08312098568007;2.8888910636793534
ucp_25-10-08_21-10-08_04-02-08_04-02-08;747.1347423108579;6.228058061508335;7.142472935277;5.497192836696997;335.32671460977014;3.0582587719480236
tfg_12-02-06_30-02-06_03-02-06_04-02-06;594.7064019336881;6.064700009262954;4.992215007956;4.7552247002139;259.3180885769519;3.2369685887212074
het_30-02-04_12-02-04_12-02-04_03-03-04_03-03-04;516.11331100602;7.2008710350303575;4.665626315279999;5.3844066299789075;218.418865491008;3.3626094724613593
dea_24-02-08_15-02-08_15-02-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08;585.9071985895259;7.295672052521707;5.8412512194629995;6.0566541032192;251.005690569942;2.9810614975336573
ucp-a_16-01-01_16-01-01_16-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;1334.9492591150495;4.706714152955578;12.192796416064999;3.623008190852655;711.7384136466868;2.7574210201659866
bpu_14-01-01_14-01-01_06-08-01_06-08-01_06-08-01_06-08-01;622.059990726775;6.519947777287668;5.21789138113;4.563974598147285;283.14850704984906;3.166185936630034
yac_31-02-06_31-02-06_31-02-06_16-02-06_16-02-06_16-02-06_16-02-06_16-02-06_None_None_None_None_None_None_None;436.7977224622439;7.929817136269269;3.656183761659;7.001558107233043;145.00392979162797;3.9393004401953062
ths-c3_21-12-12_02-03-12_02-03-12;400.794657325192;10.67231739434326;2.9961647758640004;10.905225489319609;82.59430908363602;4.514527289152111
sra-b_28-02-04_28-03-04_None_None_None;371.18087678943704;10.340184919214547;2.8215389713940002;7.631863965412003;88.429186979449;4.642521047667923
gah_30-03-04_11-03-04_03-02-04_03-02-04_03-02-04;534.208507064727;7.444553787272332;4.708395509829001;5.849642371637183;216.55665493774399;3.433703382768748
pnb_24-01-01_24-01-01_08-08-01_09-08-01_08-08-01;227.33509246860146;15.947751700218447;2.1039102363712496;14.03000936248203;32.889182655861;7.543699079941948
boe_36-11-11_14-07-11_01-07-11_None;356.1058192736646;12.306844688002013;2.1218963383727503;9.305021493974968;63.99171409986398;5.5261653865096365
tfq_16-02-05_28-02-05_01-04-05_01-04-05;634.50960963302;8.271370802973529;5.066722927044999;5.710938946913407;216.52992673555198;3.3212348216332077
pth_28-03-12_24-03-12_06-12-12;493.07002391009;9.983152380296264;4.6058250773920015;10.311159351044408;116.43232880592;4.083715357288097
epe_24-02-06_32-02-06_24-02-06_01-02-06_02-02-06;1295.4252738350501;3.9192754745018066;12.145717048142;4.276485058778491;673.1192345505201;2.6675154242325885
fgl_24-02-06_28-02-06_02-02-06_02-02-06;599.48778619848;6.830539857255488;5.649754290575999;5.1970308298973515;267.214360824069;3.221428087813073
fti_28-04-05_28-04-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05;849.166914526734;6.981468672398504;7.793306153170001;5.795372761429928;343.3931264787961;3.1282650291006497
yav-d-a_16-02-06_16-02-06_16-02-06_03-02-06_03-02-06_04-02-06_03-02-06;1386.2217995305898;4.5710152471161605;13.303689174985001;3.62087282838117;734.958824583125;2.8743716951965927
uoa-z_24-03-12_09-12-12_08-12-12_08-12-12;521.24136515256;9.604752557017305;4.81538968561;8.27360805615245;161.48928013394402;3.613747033324688
ttd_15-01-01_15-01-01_06-08-01_06-08-01_06-08-01;1415.528632748288;3.9791280001375564;12.970498388480001;3.3136667039908083;787.0503262336432;2.8782833698835013
cdm-e_31-02-06_31-02-06_29-02-06_31-02-06_02-02-06_02-02-06_02-02-06;463.50972844012193;7.0790391411728235;4.227989811800999;6.154339377737832;181.95039311425202;3.3550445724903484
iac-d_11-02-06_16-02-06_30-02-06_03-02-06_03-02-06;772.0866001320502;5.719357647390965;7.18315769079;4.812950401118304;362.6939595057499;3.1003324354065196
pth_29-03-12_31-03-12_09-12-12;453.41099349348;12.540753951026115;4.288700936880001;12.313420704837991;93.195412065112;4.533046417764046
law_16-02-06_16-02-06_03-02-06_03-02-06_03-02-06;1105.72254455716;5.061060241734285;10.558751888878003;3.9893774336613435;563.184101707444;2.7051826889890727
ffj-a_16-03-12_16-03-12_16-03-12_16-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;1700.9630894369784;4.835518733858173;16.232882182407;4.10811489548367;885.3036240781042;2.9472662333281643
epa-a_11-03-04_11-03-04_11-03-04_11-03-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04;554.9039687302618;6.904250899783831;4.869297777713999;6.444004146423718;218.16152388903996;3.2446482248694033
ths-c3_12-03-04_01-02-04_02-02-04;138.9515755761676;29.42849349607998;30.946276309350697;33.0482322253226;17.593023814320002;14.468701187141333
nju_29-02-08_31-02-08_14-02-08_08-10-08_08-10-08;821.1283924894051;6.102737249854371;7.392837889514997;4.214429793161067;381.642001050744;2.8335811451946347
ssf-e_31-02-06_29-02-06_31-02-06_31-02-06_04-02-06_04-02-06_04-02-06_04-02-06_04-02-06;718.43164977888;6.142839358352907;6.897563843615999;5.367371252630323;311.97297300983996;3.12209415555808
ast_29-03-09_29-03-09_01-05-09_02-05-09;654.5809568603;7.363032223125539;6.03566792546;5.726882546568298;252.13568004424405;3.361461478932429
pyo_11-02-06_12-02-06_11-02-06_03-02-06_03-02-06;870.4574078902921;5.305620279899;7.7449720428;3.7147834137574143;423.40556562038284;2.9017873028985557
yao-a_13-03-12_13-03-12_13-03-12_13-03-12_13-03-12_13-03-12_13-03-12_13-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;1390.3288473748112;5.523437439913184;12.639286431702;4.558934482918082;689.3069999725482;2.800669840170009
mml-a_16-03-12_16-03-12_16-03-12_16-03-12_16-03-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12;1801.261700480801;5.030042940368605;17.242855155993993;3.7183558809240056;948.2275710580237;2.6588007971381886
utb_36-11-11_03-07-11_03-07-11;357.07260804129197;14.264736766368765;2.9985942899;13.01967057386926;54.9895740948545;6.043996428164196
fog-a_16-01-01_16-01-01_16-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;1116.737912710842;4.8200724725603115;10.071912273311998;3.403724585937088;586.683878811849;2.888403174380785
ast_28-02-04_29-02-04_04-03-04_04-03-04;576.67526502424;6.674521757052026;5.141294866485;5.969895935208466;232.54009019421804;3.3962479594494988
tpz-a_11-05-09_11-05-09_11-05-09_11-05-09_30-05-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09;2437.141955419556;5.396025117686218;22.740443044556013;2.867264232658977;1303.4868956845198;2.6793752045362385
bpu_15-03-12_15-03-12_10-12-12_10-12-12_10-12-12_10-12-12;1156.01878791423;5.131311565010993;10.661170427082;4.057724592167921;590.1802190650039;2.800158821885947
dia-b3++_28-02-08_29-02-08_30-02-08_07-10-08_07-10-08;302.78701331634295;9.458171590429476;2.6560264325994996;7.795770333243273;87.15553549872;5.285745590786059
itv_29-03-09_29-03-09_03-05-09_04-05-09;562.4216002722239;8.445313044294553;4.772861655408001;8.219969842595532;196.04217093248695;3.6460652718220734
icf_29-02-06_29-02-06_03-02-06_03-02-06_04-02-06_03-02-06;524.097635479582;7.80975881842263;4.991209625203998;7.4484760628657725;199.38010720387402;3.47836734420748
xaa_12-01-01_11-01-01_09-08-01_09-08-01;421.64129184184014;10.237939725878643;4.027809156336;8.343038708976227;124.762612564484;4.636157827309911
xaa_13-03-12_13-03-12_08-12-12_09-12-12;840.7589447344149;6.8247783842748495;7.9021269339049995;5.911142230625356;359.008822783941;3.0771049452902317
bas_29-05-09_29-05-09_04-03-09_04-03-09_04-03-09_04-03-09;1039.27208700966;6.236235432466091;9.55761098271;4.724848601597516;478.36183531946295;2.9538142543118524
sbr_29-03-12_31-03-12_24-03-12_09-12-12_09-12-12;484.8841177686661;9.735953952649027;4.993636583853;13.534675277247144;129.83764459764;4.031526311623275
hha_16-03-09_16-03-09_16-03-09_16-03-09_05-05-09_05-05-09_05-05-09_05-05-09_05-05-09_05-05-09_05-05-09;2358.3325230667283;4.4850865261294075;21.183067122411998;2.9694705942535293;1301.127763485924;2.7369282844290095
fes_11-02-08_06-10-08_07-10-08;223.0797013034706;18.27137469346041;3.2877121779254983;18.608793452528946;26.118878885021996;7.809162919428438
icv_31-02-06_29-02-06_28-02-06_29-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;396.51081438046486;7.424999590899597;2.7144170759249993;5.990775402589162;141.22760926971603;3.5741549619750197
mco_11-02-06_11-02-06_11-02-06_30-02-06_None_None_None;356.53798330329374;10.519021737862534;2.7872676219150003;8.850884613088516;72.65695859793999;4.995865792724233
twt-b_13-02-06_12-02-06_None_None;350.2880520239911;8.853306242223699;3.863013024811;7.724806800387095;109.30325223590499;3.985538926310526
hee_15-02-06_15-02-06_01-02-06_01-02-06_01-02-06_01-02-06;2094.3177147508763;4.0514084097283805;19.066876456918003;2.8129952850551767;1175.8464773244452;2.7245068495066276
tfa-c_13-03-12_29-03-12_09-12-12_09-12-12;434.145403005636;10.949335153316962;4.136687975280002;10.467773491464415;97.05274990942598;4.444158784528528
lcs-f_13-03-12_07-12-12_07-12-12;977.335304859;6.292889672797207;9.207753549384;4.60688636994016;447.319567116216;3.0015060245345544
dnr-a_20-12-12_20-12-12_20-12-12_20-12-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12;1607.821961841408;3.81998295862147;15.209581801202006;4.4127325049174075;859.687804363332;2.587825076931441
uom_24-01-01_08-08-01_08-08-01_09-08-01;495.59475330386596;7.504921706493628;5.4069203393660015;6.2882421860759194;195.15409490964;3.1909159853978233
mog-c_31-03-12_29-03-12_08-12-12_08-12-12;448.9785204462239;12.072439786775009;4.294703746161998;11.822973574660239;76.636575958172;5.046901503530884
ftc_28-02-06_28-02-06_03-02-06_04-02-06_03-02-06_03-02-06;731.2599079578882;6.2218506629139725;6.911455209561999;5.228813622949351;328.049478689826;3.0937413280411015
kgn_11-02-06_12-02-06_12-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;536.6178551651042;5.805828187421381;5.197685601487999;5.573188537944549;238.67083276875005;3.353541642726434
sty-a_16-02-06_16-02-06_16-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06;1308.329111483095;5.199504409345068;13.0124299474;3.7127068199998687;683.0168649856598;2.8235142602031837
sty-a_16-03-12_16-03-12_16-03-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12;1610.8170929052899;4.549940649994028;14.789641972390006;3.0418154767154864;832.899148334946;2.7452249296470965
gee-a_32-02-04_32-02-04_32-02-04_32-02-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04;1745.2104155733518;4.649180052954653;16.386864334749998;3.9605432791908712;942.092789530104;2.6517014320480063
ceq-a_16-04-05_16-04-05_28-04-05_28-04-05_05-02-05_05-02-05_05-02-05_05-02-05_05-02-05_05-02-05_05-02-05_05-02-05;1968.3705707721674;4.1980453047303685;17.903240501225994;3.686245825928181;1028.3404651313851;2.7937783271146595
eed_16-03-12_31-03-12_29-03-12_06-12-12_06-12-12;531.798713996004;8.160245417961393;5.000937418203999;9.919933899958915;152.826926500325;3.2777607715813666
phx-a_14-02-06_14-02-06_13-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;2558.215401380387;3.1857288562528394;24.295264236288;2.70018591405728;1437.1818314124298;2.6930842011081606
med_30-04-05_30-04-05_30-04-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05;741.3696471623459;10.067057703626984;6.577297538439001;8.555592540842424;228.912655156878;3.2493407188553216
twt_11-02-08_08-10-08_09-10-08;390.50479302753746;11.871890603163385;2.7113795959574998;8.812950035248383;77.66444183213251;5.963632210524597
bnn-t_30-02-04_30-02-04_30-02-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04_03-03-04;473.497013114406;7.539573390581832;4.4887615595999995;6.272668860478258;180.941534137245;3.5423355553176625
fss_12-03-12_12-03-12_12-03-12_12-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;133.90026099311828;15.721207372639553;3.2424839017372764;26.343599136407033;14.761744578198625;8.474451070657821
sbr_29-03-12_31-03-12_24-03-12_07-12-12_07-12-12;484.6221740618501;10.299072301926856;5.242272551516002;11.414503727456742;131.89794531018595;4.024102195410937
pbz-b_20-12-12_32-03-12_None_None;559.752783357285;7.687030966414407;5.103386459136;6.453021943782148;203.898117831632;3.480294336608641
